Case,Activity,Timestamp,Department,Resource,System
4288,EVENT 13 END,2017-11-05 17:46:22.292,Department2,Res2_in_Department2,System0
4289,EVENT 13 END,2018-03-26 15:17:22.292,Department2,Res0_in_Department2,System0
429,EVENT 13 END,2017-04-09 16:00:22.292,Department2,Res1_in_Department2,System0
4290,EVENT 13 END,2018-01-31 14:51:22.292,Department2,Res0_in_Department2,System0
4291,EVENT 13 END,2018-06-21 17:33:22.292,Department2,Res0_in_Department2,System0
4292,EVENT 13 END,2017-11-05 17:47:22.292,Department2,Res1_in_Department2,System0
4293,EVENT 13 END,2018-02-17 16:04:22.292,Department2,Res2_in_Department2,System0
4294,EVENT 13 END,2018-01-31 11:51:22.292,Department2,Res0_in_Department2,System0
4295,EVENT 13 END,2018-02-17 14:50:22.292,Department2,Res0_in_Department2,System0
4296,EVENT 13 END,2018-03-10 10:00:22.292,Department2,Res0_in_Department2,System0
4297,EVENT 13 END,2017-11-05 17:53:22.292,Department2,Res0_in_Department2,System0
4298,EVENT 13 END,2018-02-16 14:24:22.292,Department2,Res1_in_Department2,System0
4299,EVENT 13 END,2018-02-01 14:43:22.292,Department2,Res0_in_Department2,System0
43,EVENT 13 END,2017-03-17 15:40:22.292,Department2,Res1_in_Department2,System0
430,EVENT 13 END,2017-04-12 18:20:22.292,Department2,Res1_in_Department2,System0
4300,EVENT 13 END,2017-11-09 13:27:22.292,Department2,Res0_in_Department2,System0
4301,EVENT 13 END,2017-11-09 13:14:22.292,Department2,Res0_in_Department2,System0
4302,EVENT 13 END,2018-02-01 17:43:22.292,Department2,Res0_in_Department2,System0
4303,EVENT 13 END,2018-02-02 13:45:22.292,Department2,Res1_in_Department2,System0
4304,EVENT 13 END,2018-05-28 15:02:22.292,Department2,Res0_in_Department2,System0
4305,EVENT 13 END,2017-11-09 13:20:22.292,Department2,Res0_in_Department2,System0
4306,EVENT 13 END,2018-02-02 17:45:22.292,Department2,Res0_in_Department2,System0
4307,EVENT 13 END,2017-11-09 13:13:22.292,Department2,Res0_in_Department2,System0
4308,EVENT 13 END,2017-11-09 13:18:22.292,Department2,Res0_in_Department2,System0
4309,EVENT 13 END,2018-07-02 16:03:22.292,Department2,Res2_in_Department2,System0
431,EVENT 13 END,2017-04-12 13:12:22.292,Department2,Res1_in_Department2,System0
4310,EVENT 13 END,2017-11-09 13:15:22.292,Department2,Res2_in_Department2,System0
4311,EVENT 13 END,2018-02-02 15:45:22.292,Department2,Res2_in_Department2,System0
4312,EVENT 13 END,2018-02-02 11:45:22.292,Department2,Res1_in_Department2,System0
4313,EVENT 13 END,2017-11-09 13:25:22.292,Department2,Res2_in_Department2,System0
4314,EVENT 13 END,2018-02-17 14:48:22.292,Department2,Res1_in_Department2,System0
4315,EVENT 13 END,2018-02-02 16:45:22.292,Department2,Res2_in_Department2,System0
4316,EVENT 13 END,2018-02-05 10:46:22.292,Department2,Res1_in_Department2,System0
4317,EVENT 13 END,2018-02-17 16:03:22.292,Department2,Res2_in_Department2,System0
4318,EVENT 13 END,2017-11-09 15:37:22.292,Department2,Res2_in_Department2,System0
4319,EVENT 13 END,2018-05-16 17:33:22.292,Department2,Res1_in_Department2,System0
432,EVENT 13 END,2017-04-13 13:01:22.292,Department2,Res0_in_Department2,System0
4320,EVENT 13 END,2018-02-17 14:54:22.292,Department2,Res1_in_Department2,System0
4321,EVENT 13 END,2018-02-02 14:45:22.292,Department2,Res0_in_Department2,System0
4322,EVENT 13 END,2017-11-09 13:35:22.292,Department2,Res2_in_Department2,System0
4323,EVENT 13 END,2018-02-18 16:17:22.292,Department2,Res1_in_Department2,System0
4324,EVENT 13 END,2017-11-09 15:40:22.292,Department2,Res2_in_Department2,System0
4325,EVENT 13 END,2017-11-09 13:31:22.292,Department2,Res2_in_Department2,System0
4326,EVENT 13 END,2018-05-21 13:33:22.292,Department2,Res0_in_Department2,System0
4327,EVENT 13 END,2018-07-03 14:19:22.292,Department2,Res1_in_Department2,System0
4328,EVENT 13 END,2018-02-05 12:53:22.292,Department2,Res0_in_Department2,System0
4329,EVENT 13 END,2018-06-22 13:33:22.292,Department2,Res0_in_Department2,System0
433,EVENT 13 END,2017-07-15 11:45:22.292,Department2,Res1_in_Department2,System0
4330,EVENT 13 END,2018-05-21 11:33:22.292,Department2,Res2_in_Department2,System0
4331,EVENT 13 END,2018-07-06 11:09:22.292,Department2,Res1_in_Department2,System0
4332,EVENT 13 END,2018-02-05 14:53:22.292,Department2,Res0_in_Department2,System0
4333,EVENT 13 END,2018-02-17 14:57:22.292,Department2,Res2_in_Department2,System0
4334,EVENT 13 END,2018-07-17 12:18:22.292,Department2,Res1_in_Department2,System0
4335,EVENT 13 END,2018-07-06 11:07:22.292,Department2,Res2_in_Department2,System0
4336,EVENT 13 END,2017-11-09 13:30:22.292,Department2,Res2_in_Department2,System0
4337,EVENT 13 END,2018-02-05 11:53:22.292,Department2,Res1_in_Department2,System0
4338,EVENT 13 END,2018-05-21 12:33:22.292,Department2,Res2_in_Department2,System0
4339,EVENT 13 END,2018-02-05 15:53:22.292,Department2,Res1_in_Department2,System0
434,EVENT 13 END,2017-04-09 15:59:22.292,Department2,Res2_in_Department2,System0
4340,EVENT 13 END,2018-07-08 13:31:22.292,Department2,Res1_in_Department2,System0
4341,EVENT 13 END,2017-11-09 15:42:22.292,Department2,Res1_in_Department2,System0
4342,EVENT 13 END,2017-11-10 12:51:22.292,Department2,Res0_in_Department2,System0
4343,EVENT 13 END,2018-02-16 14:10:22.292,Department2,Res1_in_Department2,System0
4344,EVENT 13 END,2017-11-09 15:36:22.292,Department2,Res0_in_Department2,System0
4345,EVENT 13 END,2018-06-22 16:33:22.292,Department2,Res2_in_Department2,System0
4346,EVENT 13 END,2018-02-05 17:08:22.292,Department2,Res2_in_Department2,System0
4347,EVENT 13 END,2018-02-05 13:53:22.292,Department2,Res0_in_Department2,System0
4348,EVENT 13 END,2017-11-10 12:49:22.292,Department2,Res1_in_Department2,System0
4349,EVENT 13 END,2018-05-28 14:52:22.292,Department2,Res0_in_Department2,System0
435,EVENT 13 END,2017-04-13 11:20:22.292,Department2,Res0_in_Department2,System0
4350,EVENT 13 END,2018-02-17 14:58:22.292,Department2,Res1_in_Department2,System0
4351,EVENT 13 END,2018-02-06 10:13:22.292,Department2,Res0_in_Department2,System0
4352,EVENT 13 END,2018-03-23 14:55:22.292,Department2,Res2_in_Department2,System0
4353,EVENT 13 END,2017-11-10 12:55:22.292,Department2,Res1_in_Department2,System0
4354,EVENT 13 END,2017-11-10 12:56:22.292,Department2,Res0_in_Department2,System0
4355,EVENT 13 END,2018-02-06 14:13:22.292,Department2,Res2_in_Department2,System0
4356,EVENT 13 END,2018-02-06 11:13:22.292,Department2,Res0_in_Department2,System0
4357,EVENT 13 END,2018-05-21 15:33:22.292,Department2,Res0_in_Department2,System0
4358,EVENT 13 END,2017-11-10 12:52:22.292,Department2,Res2_in_Department2,System0
4359,EVENT 13 END,2018-02-17 14:39:22.292,Department2,Res2_in_Department2,System0
436,EVENT 13 END,2017-04-13 16:00:22.292,Department2,Res2_in_Department2,System0
4360,EVENT 13 END,2018-05-18 12:33:22.292,Department2,Res2_in_Department2,System0
4361,EVENT 13 END,2018-02-06 13:13:22.292,Department2,Res0_in_Department2,System0
4362,EVENT 13 END,2018-03-10 10:13:22.292,Department2,Res0_in_Department2,System0
4363,EVENT 13 END,2017-11-10 13:07:22.292,Department2,Res2_in_Department2,System0
4364,EVENT 13 END,2018-02-06 12:13:22.292,Department2,Res2_in_Department2,System0
4365,EVENT 13 END,2018-06-25 12:33:22.292,Department2,Res2_in_Department2,System0
4366,EVENT 13 END,2017-11-10 13:00:22.292,Department2,Res1_in_Department2,System0
4367,EVENT 13 END,2017-11-10 13:08:22.292,Department2,Res0_in_Department2,System0
4368,EVENT 13 END,2018-07-06 11:15:22.292,Department2,Res2_in_Department2,System0
4369,EVENT 13 END,2018-02-06 16:13:22.292,Department2,Res1_in_Department2,System0
437,EVENT 13 END,2017-05-11 15:18:22.292,Department2,Res1_in_Department2,System0
4370,EVENT 13 END,2018-02-06 15:13:22.292,Department2,Res1_in_Department2,System0
4371,EVENT 13 END,2017-11-10 13:03:22.292,Department2,Res1_in_Department2,System0
4372,EVENT 13 END,2017-11-10 13:06:22.292,Department2,Res2_in_Department2,System0
4373,EVENT 13 END,2018-05-21 14:33:22.292,Department2,Res0_in_Department2,System0
4374,EVENT 13 END,2018-05-18 11:33:22.292,Department2,Res2_in_Department2,System0
4375,EVENT 13 END,2018-02-07 10:13:22.292,Department2,Res1_in_Department2,System0
4376,EVENT 13 END,2018-02-07 13:19:22.292,Department2,Res2_in_Department2,System0
4377,EVENT 13 END,2018-02-07 16:19:22.292,Department2,Res1_in_Department2,System0
4378,EVENT 13 END,2017-11-10 14:18:22.292,Department2,Res0_in_Department2,System0
4379,EVENT 13 END,2018-03-29 16:19:22.292,Department2,Res2_in_Department2,System0
438,EVENT 13 END,2017-04-09 15:57:22.292,Department2,Res1_in_Department2,System0
4380,EVENT 13 END,2018-02-07 11:13:22.292,Department2,Res2_in_Department2,System0
4381,EVENT 13 END,2018-02-07 12:18:22.292,Department2,Res0_in_Department2,System0
4382,EVENT 13 END,2018-02-07 14:19:22.292,Department2,Res2_in_Department2,System0
4383,EVENT 13 END,2018-05-22 16:34:22.292,Department2,Res2_in_Department2,System0
4384,EVENT 13 END,2018-02-17 16:12:22.292,Department2,Res1_in_Department2,System0
4385,EVENT 13 END,2017-11-10 14:23:22.292,Department2,Res2_in_Department2,System0
4386,EVENT 13 END,2018-02-08 11:19:22.292,Department2,Res0_in_Department2,System0
4387,EVENT 13 END,2018-02-07 17:19:22.292,Department2,Res2_in_Department2,System0
4388,EVENT 13 END,2018-02-08 12:20:22.292,Department2,Res1_in_Department2,System0
4389,EVENT 13 END,2018-02-07 15:19:22.292,Department2,Res1_in_Department2,System0
439,EVENT 13 END,2017-08-10 16:51:22.292,Department2,Res1_in_Department2,System0
4390,EVENT 13 END,2018-02-19 11:49:22.292,Department2,Res0_in_Department2,System0
4391,EVENT 13 END,2018-02-08 14:23:22.292,Department2,Res1_in_Department2,System0
4392,EVENT 13 END,2017-11-10 14:24:22.292,Department2,Res1_in_Department2,System0
4393,EVENT 13 END,2018-03-29 17:41:22.292,Department2,Res0_in_Department2,System0
4394,EVENT 13 END,2018-02-18 16:28:22.292,Department2,Res0_in_Department2,System0
4395,EVENT 13 END,2018-05-21 17:33:22.292,Department2,Res2_in_Department2,System0
4396,EVENT 13 END,2018-03-29 17:43:22.292,Department2,Res1_in_Department2,System0
4397,EVENT 13 END,2017-11-10 14:32:22.292,Department2,Res2_in_Department2,System0
4398,EVENT 13 END,2018-05-22 14:34:22.292,Department2,Res0_in_Department2,System0
4399,EVENT 13 END,2018-06-22 17:33:22.292,Department2,Res1_in_Department2,System0
44,EVENT 13 END,2017-03-15 14:48:22.292,Department2,Res0_in_Department2,System0
440,EVENT 13 END,2017-04-09 16:02:22.292,Department2,Res2_in_Department2,System0
4400,EVENT 13 END,2018-02-08 17:24:22.292,Department2,Res2_in_Department2,System0
4401,EVENT 13 END,2018-02-09 15:26:22.292,Department2,Res0_in_Department2,System0
4402,EVENT 13 END,2017-11-10 15:41:22.292,Department2,Res2_in_Department2,System0
4403,EVENT 13 END,2018-06-22 15:33:22.292,Department2,Res2_in_Department2,System0
4404,EVENT 13 END,2017-11-10 14:30:22.292,Department2,Res1_in_Department2,System0
4405,EVENT 13 END,2017-11-10 15:37:22.292,Department2,Res2_in_Department2,System0
4406,EVENT 13 END,2018-03-29 17:42:22.292,Department2,Res2_in_Department2,System0
4407,EVENT 13 END,2018-02-08 16:23:22.292,Department2,Res2_in_Department2,System0
4408,EVENT 13 END,2018-06-22 18:33:22.292,Department2,Res0_in_Department2,System0
4409,EVENT 13 END,2018-02-09 16:47:22.292,Department2,Res1_in_Department2,System0
441,EVENT 13 END,2017-05-10 15:27:22.292,Department2,Res2_in_Department2,System0
4410,EVENT 13 END,2018-02-08 13:23:22.292,Department2,Res1_in_Department2,System0
4411,EVENT 13 END,2018-02-09 11:24:22.292,Department2,Res2_in_Department2,System0
4412,EVENT 13 END,2017-11-11 10:49:22.292,Department2,Res0_in_Department2,System0
4413,EVENT 13 END,2018-02-08 15:23:22.292,Department2,Res0_in_Department2,System0
4414,EVENT 13 END,2018-02-09 10:24:22.292,Department2,Res2_in_Department2,System0
4415,EVENT 13 END,2018-02-09 13:26:22.292,Department2,Res1_in_Department2,System0
4416,EVENT 13 END,2018-02-09 14:26:22.292,Department2,Res1_in_Department2,System0
4417,EVENT 13 END,2018-02-12 13:05:22.292,Department2,Res2_in_Department2,System0
4418,EVENT 13 END,2018-02-12 12:05:22.292,Department2,Res0_in_Department2,System0
4419,EVENT 13 END,2018-05-23 13:38:22.292,Department2,Res2_in_Department2,System0
442,EVENT 13 END,2017-07-16 13:57:22.292,Department2,Res2_in_Department2,System0
4420,EVENT 13 END,2017-11-11 12:52:22.292,Department2,Res1_in_Department2,System0
4421,EVENT 13 END,2018-02-09 12:24:22.292,Department2,Res1_in_Department2,System0
4422,EVENT 13 END,2017-11-11 15:56:22.292,Department2,Res0_in_Department2,System0
4423,EVENT 13 END,2017-11-11 12:50:22.292,Department2,Res1_in_Department2,System0
4424,EVENT 13 END,2018-02-12 10:01:22.292,Department2,Res2_in_Department2,System0
4425,EVENT 13 END,2017-11-11 17:06:22.292,Department2,Res2_in_Department2,System0
4426,EVENT 13 END,2018-02-13 10:05:22.292,Department2,Res0_in_Department2,System0
4427,EVENT 13 END,2018-02-12 14:05:22.292,Department2,Res2_in_Department2,System0
4428,EVENT 13 END,2017-11-11 16:59:22.292,Department2,Res2_in_Department2,System0
4429,EVENT 13 END,2018-05-22 12:34:22.292,Department2,Res1_in_Department2,System0
443,EVENT 13 END,2017-04-09 17:13:22.292,Department2,Res0_in_Department2,System0
4430,EVENT 13 END,2018-05-23 17:38:22.292,Department2,Res1_in_Department2,System0
4431,EVENT 13 END,2018-05-22 15:34:22.292,Department2,Res1_in_Department2,System0
4432,EVENT 13 END,2018-06-10 11:19:22.292,Department2,Res1_in_Department2,System0
4433,EVENT 13 END,2017-11-11 15:55:22.292,Department2,Res2_in_Department2,System0
4434,EVENT 13 END,2017-11-11 17:04:22.292,Department2,Res2_in_Department2,System0
4435,EVENT 13 END,2018-02-12 17:05:22.292,Department2,Res2_in_Department2,System0
4436,EVENT 13 END,2017-11-11 17:02:22.292,Department2,Res1_in_Department2,System0
4437,EVENT 13 END,2017-11-11 17:08:22.292,Department2,Res2_in_Department2,System0
4438,EVENT 13 END,2018-06-25 11:33:22.292,Department2,Res0_in_Department2,System0
4439,EVENT 13 END,2018-02-13 13:05:22.292,Department2,Res1_in_Department2,System0
444,EVENT 13 END,2017-04-14 12:01:22.292,Department2,Res2_in_Department2,System0
4440,EVENT 13 END,2018-02-12 15:05:22.292,Department2,Res0_in_Department2,System0
4441,EVENT 13 END,2018-02-13 15:28:22.292,Department2,Res0_in_Department2,System0
4442,EVENT 13 END,2018-02-13 12:05:22.292,Department2,Res1_in_Department2,System0
4443,EVENT 13 END,2017-11-11 17:10:22.292,Department2,Res0_in_Department2,System0
4444,EVENT 13 END,2018-02-12 16:05:22.292,Department2,Res1_in_Department2,System0
4445,EVENT 13 END,2018-02-13 11:05:22.292,Department2,Res0_in_Department2,System0
4446,EVENT 13 END,2018-02-17 16:05:22.292,Department2,Res0_in_Department2,System0
4447,EVENT 13 END,2018-06-25 13:33:22.292,Department2,Res0_in_Department2,System0
4448,EVENT 13 END,2018-05-23 12:38:22.292,Department2,Res2_in_Department2,System0
4449,EVENT 13 END,2018-02-13 14:05:22.292,Department2,Res1_in_Department2,System0
445,EVENT 13 END,2017-04-14 11:01:22.292,Department2,Res1_in_Department2,System0
4450,EVENT 13 END,2017-11-12 15:26:22.292,Department2,Res2_in_Department2,System0
4451,EVENT 13 END,2017-11-12 15:28:22.292,Department2,Res2_in_Department2,System0
4452,EVENT 13 END,2017-11-13 14:41:22.292,Department2,Res0_in_Department2,System0
4453,EVENT 13 END,2018-07-24 12:46:22.292,Department2,Res0_in_Department2,System0
4454,EVENT 13 END,2018-02-14 17:12:22.292,Department2,Res1_in_Department2,System0
4455,EVENT 13 END,2018-02-14 10:29:22.292,Department2,Res1_in_Department2,System0
4456,EVENT 13 END,2017-11-12 15:24:22.292,Department2,Res2_in_Department2,System0
4457,EVENT 13 END,2018-02-15 11:13:22.292,Department2,Res0_in_Department2,System0
4458,EVENT 13 END,2017-11-12 15:33:22.292,Department2,Res0_in_Department2,System0
4459,EVENT 13 END,2018-07-20 18:33:22.292,Department2,Res0_in_Department2,System0
446,EVENT 13 END,2017-04-13 17:01:22.292,Department2,Res2_in_Department2,System0
4460,EVENT 13 END,2017-11-13 14:50:22.292,Department2,Res2_in_Department2,System0
4461,EVENT 13 END,2018-07-23 16:45:22.292,Department2,Res2_in_Department2,System0
4462,EVENT 13 END,2018-02-15 12:14:22.292,Department2,Res0_in_Department2,System0
4463,EVENT 13 END,2018-02-15 13:14:22.292,Department2,Res0_in_Department2,System0
4464,EVENT 13 END,2018-07-24 11:45:22.292,Department2,Res0_in_Department2,System0
4465,EVENT 13 END,2017-11-13 14:53:22.292,Department2,Res0_in_Department2,System0
4466,EVENT 13 END,2017-11-13 14:43:22.292,Department2,Res2_in_Department2,System0
4467,EVENT 13 END,2018-07-23 17:45:22.292,Department2,Res0_in_Department2,System0
4468,EVENT 13 END,2018-02-15 15:14:22.292,Department2,Res1_in_Department2,System0
4469,EVENT 13 END,2017-11-13 14:48:22.292,Department2,Res0_in_Department2,System0
447,EVENT 13 END,2017-04-17 14:32:22.292,Department2,Res2_in_Department2,System0
4470,EVENT 13 END,2018-05-28 15:01:22.292,Department2,Res2_in_Department2,System0
4471,EVENT 13 END,2017-11-13 14:47:22.292,Department2,Res2_in_Department2,System0
4472,EVENT 13 END,2018-02-15 14:14:22.292,Department2,Res0_in_Department2,System0
4473,EVENT 13 END,2018-05-23 11:38:22.292,Department2,Res0_in_Department2,System0
4474,EVENT 13 END,2018-02-15 16:14:22.292,Department2,Res2_in_Department2,System0
4475,EVENT 13 END,2018-02-16 11:28:22.292,Department2,Res1_in_Department2,System0
4476,EVENT 13 END,2018-06-10 11:14:22.292,Department2,Res0_in_Department2,System0
4477,EVENT 13 END,2018-03-30 17:45:22.292,Department2,Res1_in_Department2,System0
4478,EVENT 13 END,2017-11-13 14:55:22.292,Department2,Res0_in_Department2,System0
4479,EVENT 13 END,2017-11-13 17:59:22.292,Department2,Res2_in_Department2,System0
448,EVENT 13 END,2017-04-14 16:04:22.292,Department2,Res2_in_Department2,System0
4480,EVENT 13 END,2017-11-13 14:57:22.292,Department2,Res0_in_Department2,System0
4481,EVENT 13 END,2018-02-16 16:10:22.292,Department2,Res2_in_Department2,System0
4482,EVENT 13 END,2017-11-13 14:56:22.292,Department2,Res0_in_Department2,System0
4483,EVENT 13 END,2018-06-26 12:33:22.292,Department2,Res2_in_Department2,System0
4484,EVENT 13 END,2018-02-19 11:40:22.292,Department2,Res0_in_Department2,System0
4485,EVENT 13 END,2017-11-16 10:00:22.292,Department2,Res2_in_Department2,System0
4486,EVENT 13 END,2018-07-03 17:19:22.292,Department2,Res1_in_Department2,System0
4487,EVENT 13 END,2018-02-16 13:00:22.292,Department2,Res0_in_Department2,System0
4488,EVENT 13 END,2018-03-10 10:31:22.292,Department2,Res1_in_Department2,System0
4489,EVENT 13 END,2018-02-16 14:10:22.292,Department2,Res1_in_Department2,System0
449,EVENT 13 END,2017-04-14 15:04:22.292,Department2,Res2_in_Department2,System0
4490,EVENT 13 END,2018-02-16 17:10:22.292,Department2,Res2_in_Department2,System0
4491,EVENT 13 END,2018-02-16 15:10:22.292,Department2,Res1_in_Department2,System0
4492,EVENT 13 END,2018-07-19 18:29:22.292,Department2,Res1_in_Department2,System0
4493,EVENT 13 END,2018-05-23 15:38:22.292,Department2,Res1_in_Department2,System0
4494,EVENT 13 END,2017-11-17 11:13:22.292,Department2,Res1_in_Department2,System0
4495,EVENT 13 END,2018-02-19 10:14:22.292,Department2,Res2_in_Department2,System0
4496,EVENT 13 END,2018-07-04 15:28:22.292,Department2,Res0_in_Department2,System0
4497,EVENT 13 END,2018-02-19 13:14:22.292,Department2,Res1_in_Department2,System0
4498,EVENT 13 END,2018-05-24 13:38:22.292,Department2,Res0_in_Department2,System0
4499,EVENT 13 END,2018-02-19 15:14:22.292,Department2,Res1_in_Department2,System0
45,EVENT 13 END,2017-10-23 13:41:22.292,Department2,Res2_in_Department2,System0
450,EVENT 13 END,2017-04-14 14:01:22.292,Department2,Res0_in_Department2,System0
4500,EVENT 13 END,2017-11-17 11:18:22.292,Department2,Res2_in_Department2,System0
4501,EVENT 13 END,2017-11-17 11:23:22.292,Department2,Res2_in_Department2,System0
4502,EVENT 13 END,2018-05-24 14:38:22.292,Department2,Res1_in_Department2,System0
4503,EVENT 13 END,2018-02-19 11:14:22.292,Department2,Res1_in_Department2,System0
4504,EVENT 13 END,2018-06-25 17:33:22.292,Department2,Res0_in_Department2,System0
4505,EVENT 13 END,2018-02-20 11:14:22.292,Department2,Res0_in_Department2,System0
4506,EVENT 13 END,2018-07-26 15:07:22.292,Department2,Res1_in_Department2,System0
4507,EVENT 13 END,2017-11-17 11:20:22.292,Department2,Res1_in_Department2,System0
4508,EVENT 13 END,2018-02-19 12:14:22.292,Department2,Res1_in_Department2,System0
4509,EVENT 13 END,2018-05-25 11:39:22.292,Department2,Res1_in_Department2,System0
451,EVENT 13 END,2017-05-14 13:44:22.292,Department2,Res2_in_Department2,System0
4510,EVENT 13 END,2018-02-20 10:14:22.292,Department2,Res0_in_Department2,System0
4511,EVENT 13 END,2018-02-19 14:14:22.292,Department2,Res2_in_Department2,System0
4512,EVENT 13 END,2018-02-19 16:14:22.292,Department2,Res1_in_Department2,System0
4513,EVENT 13 END,2018-05-24 15:38:22.292,Department2,Res2_in_Department2,System0
4514,EVENT 13 END,2018-07-08 13:30:22.292,Department2,Res1_in_Department2,System0
4515,EVENT 13 END,2018-02-20 14:14:22.292,Department2,Res0_in_Department2,System0
4516,EVENT 13 END,2018-02-19 17:14:22.292,Department2,Res1_in_Department2,System0
4517,EVENT 13 END,2018-07-23 18:45:22.292,Department2,Res1_in_Department2,System0
4518,EVENT 13 END,2018-04-01 15:57:22.292,Department2,Res2_in_Department2,System0
4519,EVENT 13 END,2018-02-20 12:14:22.292,Department2,Res0_in_Department2,System0
452,EVENT 13 END,2017-04-13 11:17:22.292,Department2,Res1_in_Department2,System0
4520,EVENT 13 END,2018-02-20 15:14:22.292,Department2,Res2_in_Department2,System0
4521,EVENT 13 END,2018-02-20 13:14:22.292,Department2,Res0_in_Department2,System0
4522,EVENT 13 END,2018-02-19 13:05:22.292,Department2,Res1_in_Department2,System0
4523,EVENT 13 END,2017-11-17 11:32:22.292,Department2,Res1_in_Department2,System0
4524,EVENT 13 END,2017-11-17 11:40:22.292,Department2,Res1_in_Department2,System0
4525,EVENT 13 END,2018-05-23 18:38:22.292,Department2,Res0_in_Department2,System0
4526,EVENT 13 END,2018-02-20 17:14:22.292,Department2,Res0_in_Department2,System0
4527,EVENT 13 END,2017-11-17 11:36:22.292,Department2,Res0_in_Department2,System0
4528,EVENT 13 END,2017-11-17 14:55:22.292,Department2,Res0_in_Department2,System0
4529,EVENT 13 END,2017-11-17 11:50:22.292,Department2,Res0_in_Department2,System0
453,EVENT 13 END,2017-04-14 18:04:22.292,Department2,Res0_in_Department2,System0
4530,EVENT 13 END,2017-11-17 15:02:22.292,Department2,Res1_in_Department2,System0
4531,EVENT 13 END,2017-11-17 14:53:22.292,Department2,Res2_in_Department2,System0
4532,EVENT 13 END,2018-05-24 12:38:22.292,Department2,Res0_in_Department2,System0
4533,EVENT 13 END,2018-03-10 10:33:22.292,Department2,Res2_in_Department2,System0
4534,EVENT 13 END,2017-11-17 14:52:22.292,Department2,Res0_in_Department2,System0
4535,EVENT 13 END,2018-02-21 12:28:22.292,Department2,Res1_in_Department2,System0
4536,EVENT 13 END,2018-07-26 14:07:22.292,Department2,Res1_in_Department2,System0
4537,EVENT 13 END,2017-11-17 14:56:22.292,Department2,Res1_in_Department2,System0
4538,EVENT 13 END,2017-11-17 15:03:22.292,Department2,Res1_in_Department2,System0
4539,EVENT 13 END,2018-02-19 11:34:22.292,Department2,Res1_in_Department2,System0
454,EVENT 13 END,2017-07-16 13:53:22.292,Department2,Res2_in_Department2,System0
4540,EVENT 13 END,2018-02-21 16:31:22.292,Department2,Res1_in_Department2,System0
4541,EVENT 13 END,2018-07-04 14:26:22.292,Department2,Res1_in_Department2,System0
4542,EVENT 13 END,2018-02-19 13:07:22.292,Department2,Res0_in_Department2,System0
4543,EVENT 13 END,2018-02-21 17:31:22.292,Department2,Res1_in_Department2,System0
4544,EVENT 13 END,2018-04-01 17:05:22.292,Department2,Res2_in_Department2,System0
4545,EVENT 13 END,2017-11-17 15:10:22.292,Department2,Res2_in_Department2,System0
4546,EVENT 13 END,2018-02-22 10:31:22.292,Department2,Res2_in_Department2,System0
4547,EVENT 13 END,2018-02-21 14:29:22.292,Department2,Res1_in_Department2,System0
4548,EVENT 13 END,2018-07-04 13:20:22.292,Department2,Res0_in_Department2,System0
4549,EVENT 13 END,2018-02-19 11:50:22.292,Department2,Res1_in_Department2,System0
455,EVENT 13 END,2017-05-08 14:04:22.292,Department2,Res0_in_Department2,System0
4550,EVENT 13 END,2018-02-19 11:57:22.292,Department2,Res0_in_Department2,System0
4551,EVENT 13 END,2018-02-22 12:36:22.292,Department2,Res2_in_Department2,System0
4552,EVENT 13 END,2018-07-18 15:21:22.292,Department2,Res1_in_Department2,System0
4553,EVENT 13 END,2018-04-01 17:06:22.292,Department2,Res2_in_Department2,System0
4554,EVENT 13 END,2018-05-25 13:39:22.292,Department2,Res1_in_Department2,System0
4555,EVENT 13 END,2017-11-17 15:07:22.292,Department2,Res0_in_Department2,System0
4556,EVENT 13 END,2018-07-18 16:29:22.292,Department2,Res0_in_Department2,System0
4557,EVENT 13 END,2018-02-22 15:46:22.292,Department2,Res1_in_Department2,System0
4558,EVENT 13 END,2017-11-17 15:06:22.292,Department2,Res2_in_Department2,System0
4559,EVENT 13 END,2018-07-26 13:39:22.292,Department2,Res1_in_Department2,System0
456,EVENT 13 END,2017-04-13 16:27:22.292,Department2,Res2_in_Department2,System0
4560,EVENT 13 END,2018-02-23 17:15:22.292,Department2,Res0_in_Department2,System0
4561,EVENT 13 END,2017-11-17 15:09:22.292,Department2,Res0_in_Department2,System0
4562,EVENT 13 END,2017-11-18 15:23:22.292,Department2,Res0_in_Department2,System0
4563,EVENT 13 END,2018-02-23 10:33:22.292,Department2,Res1_in_Department2,System0
4564,EVENT 13 END,2018-02-22 13:36:22.292,Department2,Res1_in_Department2,System0
4565,EVENT 13 END,2017-11-17 15:08:22.292,Department2,Res2_in_Department2,System0
4566,EVENT 13 END,2018-02-22 14:38:22.292,Department2,Res0_in_Department2,System0
4567,EVENT 13 END,2018-07-19 17:29:22.292,Department2,Res0_in_Department2,System0
4568,EVENT 13 END,2017-11-17 16:15:22.292,Department2,Res0_in_Department2,System0
4569,EVENT 13 END,2017-11-17 16:21:22.292,Department2,Res0_in_Department2,System0
457,EVENT 13 END,2017-04-14 17:04:22.292,Department2,Res0_in_Department2,System0
4570,EVENT 13 END,2018-02-23 13:33:22.292,Department2,Res1_in_Department2,System0
4571,EVENT 13 END,2018-06-26 18:33:22.292,Department2,Res2_in_Department2,System0
4572,EVENT 13 END,2017-11-23 11:31:22.292,Department2,Res1_in_Department2,System0
4573,EVENT 13 END,2018-02-22 17:33:22.292,Department2,Res1_in_Department2,System0
